clean,label
takut sedih ledak penuh stres campur aduk gelisah banget susah pikir hati kayak enggak bikin halhal otak pokok henti alas dampak bodo yaudahlah ngeganggu argghh,1.0
gelisah banget kayak tuh gua yaudah mood beranta jantung detak kuat rasanyaada,1.0
cemas sakit mama,1.0
mulu gelisah ken nang capek sesak pusing overthinking pasuk ruang,1.0
eh gelisah gin woyyyiii,1.0
gelisah dikerjain,1.0
gelisah enggak tau tenang tbtb,1.0
gelisah ujung dansa,1.0
gelisah gitudeh,1.0
tau gue kagak salah cemas kayak takut ken kalo degan deg anxiety hilang buka benar tahap whatsapp useless bahas tugas pamer situ,1.0
cemas alas kangen level,1.0
gelisah banget gua habis confessin alah,1.0
cemas cerita tulis skenario,1.0
gelisah ngapa malemmalem,1.0
gue gelisah mulu napasii,1.0
cemas cerita tulis skenario,1.0
gelisah resah sedih tenang orang tampak happy takda problem senyum lempar juta pendam,1.0
gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
cemas pagi jalan tuhan kasih siang rabu puasa kelas kejar target pindah kuis mesra data buka,1.0
nya allah overthinking gelisah hati tenang,1.0
gelisah salah kalo baca gejala kasih skripsi mens pms gelisahka,1.0
cemas gelisah banget kayak enggak tau malam kalo gua kuat bilang capek batu alas wkwk panic attack kamar boro peduli malesan mentalhealt gapenting,1.0
gelisah banget bawa kalo kepala penuh gila isi turu wkwkw,1.0
gelisah banget tidur kayak enggak pas nya orang sadar pingsan,1.0
cemas kadang syukur depansetidaknya amal,1.0
gelisah asa pelan bicara,1.0
gelisah resah gelisahmbohlah,1.0
gelisah banget,1.0
cemas,1.0
banget gelisah hati tenang lagu dengar hidup alquran serabut tanda landa corona rona renung ranah mainmain,1.0
banget aneh degan tuh gin suka deg gelisah hati enggak tau gue allah,1.0
cemas tremor,1.0
banget cemas takut doa doanyaaku hehehe bgtpokoknya,1.0
gelisah banget,1.0
gelisah anjir,1.0
tenang tuhan gelisah tidur susah pikir kacau hati selaras,1.0
gelisah banget kayak takut malam lupa ngerjain toxic yaalah anjr,1.0
jalan hidup gelisah gin eh,1.0
gelisah resah,1.0
kemarin gelisah coy enggak rasai tau gue bingung sedih tenang asa nya ku allah anak senang smape bgung pasrah shaina,1.0
gelisah banget gue asa,1.0
cemas,1.0
gelisah asa pelan bicara,1.0
banget anjir gelisah gin duh anjeng,1.0
gelisah khawatir,1.0
cemas pusing,1.0
berlaludan mendatangitulah cemas sali dendammarah halhal taruh tenang sejati,1.0
gelisah salah maaf percaya terima bosan tengok,1.0
cemas sedih hidup bahagia hadap gerak pintutak proses,1.0
gelisah pikir cemas takut enggak gue kalo pagi jantung tbtb mual mati perut ah pusing isi gemeter debar gakaruan,1.0
gelisah tidur enggak suka duh,1.0
gelisah tidur istirahat ken minggu kepala penuh pdh,1.0
cemas mute wa,1.0
enggak mulu gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
gelisah tunggu bahagia lambat pendek,1.0
gelisah wrong daritadi sesak whats,1.0
cemas enggak mikir gue nang bikin nya khawatir au like sender explain tags literally brutal,1.0
gelisah tanda,1.0
banget sayang cemas kayak enggak aneh kalo sakit pagi tahan ku badan dokter obat fisik cont minum,1.0
rasai orang banget cemas enggak tau gua,1.0
gelisah enggak tau kemarin bingung ubah mati kau serasa gelisahhati,1.0
cemas malas kerja gelisah rasai orang pandai bersyukurmau santa,1.0
gelisah resah,1.0
moga enggak banget cemas,1.0
gelisah ujung dansa,1.0
gelisah pas coba khawatir ikhlas esok hidup kabar ubah kegelisanku lekas pergi,1.0
gelisah bikin cari kerja prospek anggur,1.0
gelisah banget cemas takut gue nya fase,1.0
banget cemas kalo sesak dingin sakkit panas,1.0
tidur takut bangun langsung gin cemascemas wehh cemas gue gasuka anjir wehhh,1.0
banget cemas kayak enggak gue kalo is out my umur time serius tambah injak running,1.0
gelisah banget tidur enak kali ngalamin cemas enggak gue ken mikir parah mual ganggu siang kondisi amp muntah ketemu panic attack dokter napas makan nganter miko satunyadipikir yapanik situasi almost,1.0
gelisah mulu napasii,1.0
gelisah banget tidur takut gue bangun langsung gin gasuka anjir cemascemas wehh,1.0
enggak habis gelisah kalo jantung gin copot,1.0
malas momen salah cemas enggak tau pas cowok jelek get trauma katai tahi lalat anjak gede cacat,1.0
gelisah wrong daritadi sesak whats,1.0
gelisah,1.0
gelisah resah,1.0
tunggu ketidakpastian cemas harap,1.0
gelisah salah resah maaf,1.0
gelisah enggak tau mulu,1.0
banget enggak gelisah tidur gue pagi,1.0
banget gue gelisah asa muncul,1.0
gelisah banget tidur enggak gue pas kepala sumpah suruh kelar pusing,1.0
tuhan penuh adu keputusasaan gelisah hati gundah hangat peluk hapus alir darah nadi,1.0
cemas enggak rasai allah kali motivasi gelisah asa muncul,1.0
nih gelisah hati enggak gue bawa pas mulu allah penuh anxious rumah marah ati kea akdhsksks dengki,1.0
banget gelisah enggak gue stop gundah gulana,1.0
gelisah menyerahhanya,1.0
gelisah enggak biar tonton youtube,1.0
cemas kalo temenku reply tweetku menganduy opini,1.0
cemas gue,1.0
cemas kayak orang omong jujur bohong kikuk,1.0
cemas sakit mama,1.0
asu cemas enggak bikin khawatir mikir,1.0
susah kayak enggak nang degan cuman hilang panik hey wft banget cemas gin ganggu jam tuhann,1.0
gelisah banget gin anjir,1.0
ragu cemas kalo jodoh utuh,1.0
cemas kendali,1.0
cemas ikhlas paksa,1.0
gue mulu hidup gelisah tenang,1.0
enggak tau banget cemas,1.0
banget gue gelisah asa pelan bicara,1.0
hati gelisah banget malam kalo tenang beda,1.0
banget cemas enggak tau gua,1.0
cemas nya fase gelisah banget takut gue tuh degdegan np piket,1.0
gelisah banget sumpah viewsnya lambat,1.0
tidur enggak gelisah banget pikir kayak takut sedih bikin otak ledak penuh stres campur aduk,1.0
banget gelisah gue suka hepi,1.0
gelisah gin yaallah,1.0
gelisah resah iring,1.0
gelisah ku nafas dada hembus,1.0
gelisah hati enggak enak tenang pokok banyak dzikir yuk,1.0
banget pikir cemas kayak otak rasanyaa skripsi jadwal guys sidang agustus ngambang revisi kopong gemeteran,1.0
enggak aneh kalo suka doang gelisah cemas jantung berdebarfix,1.0
gelisah gue nang bikin nya khawatir au like sender explain tags literally brutal,1.0
gelisah banget moga tuh gaenak daritadi hati cemas enggak tau asa deg an gawe,1.0
cemas ngangjat telpon,1.0
gue kagak cemas kayak takut enggak tau bawa kalo degan asa khawatir tunggu deg skripsi lo sidang paham beda dicemasin,1.0
gelisah dikerjain,1.0
cemas tunggu,1.0
banget cemas gue anjir,1.0
gin habis gelisah enggak kalo tenang cowok sakit cewek langsung asa nya,1.0
cemas gue orang keluh lebaran entar rada pertnyaan template aduu,1.0
cemas terima ekspetasi jinjing logika reason,1.0
gelisah gua,1.0
cemas tremor,1.0
banget cemas minggu alias balesan harapharap,1.0
hati tenang nya allah gelisah ken nang capek sesak pusing overthinking pasuk ruang,1.0
bangun gelisah tidur susah hati,1.0
gelisah allah,1.0
gelisah banget gue aduh,1.0
overtingkingcape pokok cemas istirahat kadang lihat mikir capek stres ujung besok entar kudu ijo tpinya wes sikluse huhuuuuuu,1.0
banget tidur tau pikir hati cemas kayak enggak cuman tahan dalem jujur nglewatin kirakira,1.0
gelisah serang,1.0
bingung bawa gelisah banget tidur cemas enggak gue enak mikir kali ngalamin ganggu,1.0
gelisah rindu diselasela tuai,1.0
gue mulu hidup gelisah tenang cari tani sepimenghempas dihatimencoba diriyang khianat,1.0
banget cemas gue benci begadang lagibingung,1.0
gue kagak cemas kayak takut enggak tau bawa kalo degan asa khawatir tunggu deg skripsi lo sidang paham beda dicemasin,1.0
banget gelisah gue suka hepi,1.0
cemas hp jatuh bgdd,1.0
gelisah banget tidur bawa nya mulu kemarin capek gaenak,1.0
gin habis gelisah enggak kalo tenang cowok sakit cewek langsung asa nya,1.0
gelisah,1.0
jalan hidup gelisah tenang gin baca biar,1.0
merana gelisah lupa kau galau obat adlah dngn brdoa tuhantapi knapa,1.0
gelisah gue banget cemas asa tuh tangan percaya degdegan benar lemes bangga fasefase,1.0
cemas enggak mata mulu kepala henti munculin tatap,1.0
gelisah banget gua habis confessin alah,1.0
mama cemas enggak gue malam kadang kalo bikin sakit mikir mual kepala suka perut overthinking gelisahtiap aktifitas,1.0
gelisah banget kayak takut malam lupa ngerjain toxic yaalah anjr,1.0
merana gelisah galau merasana,1.0
serba cemas takut sakit perang krisis ekonomi polusi udara wabah air bersih neng,1.0
banget enggak gue kalo is out my time serius tambah injak running cemas kayak rasai bawa gin hidup an fase umur hasilin ovethingking,1.0
tenang gelisah hati cemburu kecewa gagal,1.0
malas momen salah cemas enggak tau pas cowok jelek get trauma katai tahi lalat anjak gede cacat,1.0
gelisah tidur susah hati,1.0
cemas gue gasuka anjir wehhh,1.0
gelisah badai sesak gemuruh riuh,1.0
gelisah banget gue sumpah gaboong,1.0
fess gelisah malam,1.0
diam cemas enggak bawa langsung suruh simak berjamjam,1.0
gelisah gin woyyyiii,1.0
banget cemas kayak kalo mual ah overthinking ngeri,1.0
gelisah banget hati gatenanggg asdmekendd,1.0
gelisah banget kayak takut malam lupa ngerjain toxic yaalah anjr,1.0
orang cemas ikhlas paksa,1.0
banget cemas harap,1.0
gelisah cemas enggak khawatir larang,1.0
gelisah rasai orang pandai bersyukurmau santa,1.0
jalan hidup gelisah gin hmm,1.0
gelisah resah admin coy maksudx,1.0
cemas jatuh bgdd gelisah enggak main sch candu hp ngilanginnya,1.0
gelisah banget cemas gue anjir,1.0
pasrah ragu cemas takut kecewa insecure,1.0
gue gaboong gelisah banget anjing tbtb suka sumpah alas,1.0
gelisah kayak gue ajg,1.0
serba salah maju ragu diam resah gelisah mundur sayang patah rapuh luka sanggup tahan samapi abai lihat tinggal mangkanya,1.0
asa tibatiba an cemas tau gue degan deg kagak,1.0
banget enak harap orang hidup gelisah enggak main sch candu hp ngilanginnya,1.0
banget enggak gelisah tidur gue pagi,1.0
gelisah tau kene gila hm cemas kalo sakit orang gua dada cemasin,1.0
gelisah gue mulu kemarin cemascemas,1.0
gelisah cemas kayak takut enggak tau sedih khawatir tibatiba gin kemarin my adf,1.0
gelisah hati enggak tenang gin kerja mesti was,1.0
hati enggak gawe cemas tau asa tibatiba deg an,1.0
gelisah kemarin,1.0
tunggu bahagia pendek gelisah banget sumpah viewsnya lambat,1.0
banget cemas bawa kalo muntah,1.0
jalan hidup gelisah gin yaallah,1.0
gelisah enggak main sch candu hp ngilanginnya,1.0
gelisah resah iring,1.0
gue gelisah banget mulut mual gaenak aduh dingin bad asem,1.0
aduh cemas suka,1.0
gelisah banget gin anjir,1.0
gelisah cemas enggak khawatir larang,1.0
gelisah salah baca gejala kasih skripsi mens gelisahka cemas kayak kalo akibat alas pms emosional dilatarbelakangi insekuritas tingkat hormonhormon lebay begitu,1.0
cemas,1.0
gelisah banget gue asa,1.0
gelisah banget gin anjir,1.0
banget cemas enggak hidup suka coba tuhan kali hasil stres andal berkepanjangandepresi malammerasa gelisahudah bangkit zonk hei serah,1.0
cemas enggak galau,1.0
nya allah overthinking gelisah susah hati tenang tuhan,1.0
gelisah banget kayak tuh gua yaudah mood beranta jantung detak kuat rasanyaada,1.0
bikin minggu gelisah banget enggak tenang gua sialdaritadi,1.0
gelisah ba benda,1.0
gelisah hati gue mulu nih,1.0
gelisah banget anjing tbtb suka sumpah cemas kayak kalo akibat alas pms emosional dilatarbelakangi insekuritas tingkat hormonhormon lebay begitu,1.0
banget gelisah hati gundah hangat peluk hapus alir darah nadi,1.0
tidur pas bangun langsung jelek gelisah banget pikir kayak takut sedih bikin otak ledak penuh stres campur aduk,1.0
harap orang khawatir tunggu setia unik tangis bahagia manusia gelisah hati mudah tuhan sabar doa marah sepi puji,1.0
salah aneh gelisah hati enggak tau malam kadang suka kosong,1.0
mulu gelisah banget enggak tau sedih maaf jalan sok sorry kasih but ekspektasi pengin akun cin sesuai blkngn nyerah panikcin really try hard gagalmaaf positif,1.0
cemas takut enggak dengar paham hp wa ringtone telfon,1.0
cemas kadang syukur depansetidaknya amal,1.0
gelisah resah gundah,1.0
cemas semangat buruk menit mimpi,1.0
gelisah banget,1.0
jalan hidup gelisah gin minggu,1.0
cemas enggak gelisah tidur kayak kalo asa cari posisi perhati ki,1.0
banget cemas kayak takut enggak tau suka guys takutin,1.0
allah hilang gelisah hati rundung resahjiwa,1.0
banget tuhan susah hati cemas takut enggak ken nang tahan capek nyerah organisasi kampus fisik rapat udahan,1.0
banget cemas kayak kalo mual ah overthinking ngeri,1.0
gelisah resah takut jantung otak habis minggu kepala badan sejuk benda debar penatt seram fikir diabaikanjiwa,1.0
tau cemas enggak tenang nya mikir biar gampang menit caraa mikirrin negatif hidupp pikirin,1.0
gelisah gua,1.0
cemas,1.0
gelisah resah iring,1.0
gelisah ujung dansa,1.0
gelisah enggak aneh suka doang banget cemas takut kalo degan langsung jantung deg kencang keringetan mamah mmh tubuh,1.0
gelisah banget enggak tau bawaanya,1.0
banget kayak enggak tau malam kalo kuat bilang capek batu alas panic attack kamar boro peduli malesan mentalhealt gapenting gelisah gua gin wkwk,1.0
bingung kemarin gelisah enggak tau kecewa kaget sadar rendah ekspektasiku urung,1.0
pikir cemas enggak kalo nguatin bukti,1.0
cemas harap,1.0
banget tidur gelisah pikir enggak tau rek ngeroso akeh mbo opo seng rasane,1.0
banget susah kayak takut enggak mata sakit akhirakhir kepala jadwal pusing ngontrol sahur jamin tidur cemas ganggu jam indak,1.0
cemas mute wa,1.0
cemas moga aduh gapapa,1.0
pikir cemas besok,1.0
gelisah resah iring,1.0
cemas enggak tenang nya mikir biar gampang menit caraa mikirrin negatif hidupp pikirin,1.0
banget kalo beda gelisah malam tenang selamat pagimelalui,1.0
banget gelisah hati gue cowok fwb nenangin,1.0
gelisah catia sabtupresntasi statin sabtuon going laprak pskelaprak potugas tugasdan sekarsng clear latih produk hahahahmantab mode nyantuy dahal did dalem haha,1.0
tenang tuhan gelisah banget susah hati enggak sakit orang hidup hilang iri tips kepo aka any,1.0
gelisah banget tidur pikir cemas enggak nyenyak badan tanda ngilu,1.0
gelisah tidur,1.0
gelisah malam,1.0
gelisah banget dekdekan yaaku,1.0
gelisah banget kayak enggak gue manusia akun trauma aplot gambar belah rujak random fine ofensif,1.0
cemas gelisah banget enggak tau bawaanya,1.0
cemas terima ekspetasi jinjing logika reason,1.0
gue gelisah banget enggak kadang bikin asa tibatiba parah berat stop anxiety jujur musuh tulis alas detail berbulanbulan,1.0
gelisah banget gin senang,1.0
gelisah malam,1.0
cemas ketidakpastian gelisah harap orang khawatir tunggu doa setia unik tangis bahagia manusia,1.0
gelisah banget gin anjir,1.0
gelisah sakit mulu nih tidur pikir cemas enggak nyenyak badan tanda ngilu,1.0
gelisah landa iring sialhujan deras cemas nang turun depresi berat badan makan nafsu berlibahan nama,1.0
gelisah jalan fase cemas hantu,1.0
cemas jalan tumbuh gue nang bikin nya khawatir au like sender explain tags literally brutal,1.0
gelisah banget,1.0
gelisah banget,1.0
gelisah enggak tau bikin tenang asa saran lagu tibatiba muncul gusargelisah gin thanks,1.0
banget cemas kayak kalo mual ah overthinking ngeri,1.0
gelisah mulu susah hati cemas takut enggak ken nang tahan capek nyerah organisasi kampus fisik rapat udahan,1.0
cemas hantu,1.0
asu cemas enggak bikin khawatir mikir,1.0
gelisah banget enggak gue bikin asa orang mood kemarin sensitiv parah kaget kejut otak ledak sasar turuntpi syukur drama perkuliahaan slesai,1.0
cemas enggak gelisah galau merana,1.0
gelisah resah cemas gelisahharapharap,1.0
hati banget cemas,1.0
gelisah banget hati gatenanggg asdmekendd,1.0
gelisah tau mood badan cepat arah kujur acakacakan,1.0
gelisah gue mulu,1.0
gelisah enggak hm tidor,1.0
banget gua cemas enggak tau ken nang pas mata air dada sek nangisin heheheheh,1.0
sakit mulu nih gelisah banget tidur kayak enggak udaa gue nyenyak,1.0
gelisah dadak ye,1.0
gelisah gundah haa,1.0
cemas nang harap,1.0
banget tidur cemas enak bawa gelisah enggak biar tonton youtube,1.0
banget cemas gelisah tidur kayak enggak tau bangun saran gin biar neng kasih terima degdegan tanyarl obat,1.0
gelisah astagfirullah,1.0
gelisah pas coba khawatir ikhlas esok hidup kabar ubah kegelisanku lekas pergi,1.0
gelisah sesak pusing overthinking pasuk ruang susah hati cemas takut enggak ken nang tahan capek nyerah organisasi kampus fisik rapat udahan,1.0
gundah gelisah resah,1.0
cemas ondehh,1.0
gelisah resah gundah,1.0
gelisah enggak tau degan mulu cemasdeg,1.0
enggak bingung kemarin gelisah tau harihari penuh pasu arahsemoga butuh kelibihan,1.0
cemas but dikit its okayyy,1.0
kayak pas bangun langsung jelek gelisah banget tidur pikir enggak,1.0
gelisah takut otak teman gelisahterkunci gerakberkecambuk debat brisik putus resiko,1.0
cemas takut enggak tau campur aduk,1.0
gelisah tidur,1.0
gelisah banget hati gatenanggg asdmekendd,1.0
kendali dengar cemas gua mudah ye enih,1.0
tidur enak bawa tonton banget cemas enggak semangat im sok sorry kasih bahagiain anak,1.0
cemas enggak aneh kalo orang malas tahap tetiba masuk komunikasi lainrasa,1.0
gelisah banget tau tenang asa anteng pikir cemas kayak enggak sakit mikir kemarin otak ku even capek wkwk hloo jbjb mutual akun bot rt tbh ngrasa hate myself more bhkan titik,1.0
cemas lupa kecewa amarah coba tuhan kali hasil stres andal berkepanjangandepresi malammerasa gelisahudah bangkit zonk hei serah,1.0
banget gelisah kemarin,1.0
gelisah mulu capek,1.0
gelisah bingung banget tidur cemas enggak enak bawa tonton,1.0
cemas muntah gelisah banget bawa kalo kepala penuh gila isi turu wkwkw,1.0
cemas takut sedih langsung tbtb kali neng sumpah eh loh campur aduk,1.0
banget tau gue degan tuh gin suka deg gelisah salah enggak aneh asa nya gua baca cari google jaga hilang nugas luang novel dangkrak ecek calender sibuk,1.0
susah tuhan gelisah hati enggak enak tenang pokok banyak dzikir yuk,1.0
gelisah resah takut jantung otak habis minggu kepala badan sejuk benda debar penatt seram fikir diabaikanjiwa,1.0
gelisah banget tidur kayak enggak pas nya orang sadar pingsan,1.0
gelisah hati tau allah cemas enggak gue tahan that sangka bpd depressed worse,1.0
cemas banget susah takut orang allah tremor ngenal takutcemaskhawatir,1.0
gelisah enggak hm tidor,1.0
gelisah gue malas faaak,1.0
gelisah terooosss huuu,1.0
cemas sil,1.0
gelisah,1.0
kalo langsung ekstrovert kesini lho cemas kayak takut enggak tau orang gua suka keringetan nervous ketemu um plis rumah kenapaaaaaa giniiitrs gituuuuuuu,1.0
gelisah gemeteran puyeng mantap sobat,1.0
gelisah tidur susah hati,1.0
gelisah malam tenang pagimelalui sesak lu bipolar kambuh selamat nafastremorcemasketakutanselfharm,1.0
cemas wkwk,1.0
cemas kayak takut gue bikin sakit nya tuh kepala suka buruk dampak,1.0
gin gelisah enggak tau hmm maua kapai,1.0
gelisah gue suka hepi,1.0
gelisah cemas sali dendammarah halhal taruh tenang sejati,1.0
gelisah terooosss huuu,1.0
gelisah resah ken marah,1.0
gelisah terooosss huuu,1.0
enggak pas orang mood sholat ied silaturahmi lebaran gelisah kayak gue bingung bawa kalo mulu tuh habis suka kapai selesai,1.0
tidur gelisah pas coba khawatir ikhlas esok hidup kabar ubah kegelisanku lekas pergi,1.0
banget gelisah hati gundah hangat peluk hapus alir darah nadi,1.0
gelisah resah enggak kangen sapa og,1.0
tau gue kagak banget cemas takut kalo degan langsung jantung deg kencang keringetan mamah mmh tubuh,1.0
banget enggak gelisah tidur,1.0
cemas takut sedih langsung tbtb kali neng sumpah eh loh campur aduk,1.0
gelisah ujung dansa,1.0
takut kalo khawatir bahagia relationship cemas enggak gua sd mikir tidr,1.0
cemas takut,1.0
cemas moga keluarga tinggal mama sehat perempuan umur ratarata,1.0
cemas kagak gelisah banget enggak tau gue aneh degan tuh gin suka deg,1.0
banget cemas suka gelisah panik,1.0
bawa gelisah catia sabtupresntasi statin sabtuon going laprak pskelaprak potugas tugasdan sekarsng clear latih produk hahahahmantab mode nyantuy dahal did dalem haha,1.0
cemas enggak rasai asa muncul allah kali motivasi,1.0
gue anjr gelisah pikir enggak tau panik,1.0
cemas enggak tau,1.0
cemas semangat buruk menit mimpi,1.0
gelisah banget tidur bawa nya mulu kemarin capek gaenak,1.0
gelisah tidur enggak mulu,1.0
gelisah,1.0
susah hati cemas takut nang tahan nyerah organisasi kampus fisik rapat udahan gelisah kayak enggak ken tunggu capek selesai cepat dtng huuhh,1.0
gelisah ggundah gana,1.0
cemas kali percaya hilang jatuh mencintaimuhanya bingung ubah mati kau serasa gelisahhati,1.0
banget cemas kayak enggak gue kalo is out my umur time serius tambah injak running,1.0
kayak tenang gelisah takut enggak bawa nya mulu mood gin ku baca au rl maksud suasana turun topik mental illness harihari tenangdan,1.0
asu gelisah tidur bangun gel,1.0
enggak tau gelisah gue mulu,1.0
nang cemas harap,1.0
gue gelisah banget kayak enggak enak tenang asa anjir galau karuan campur aduk merana,1.0
cemas enggak,1.0
gelisah gue suka huftt,1.0
bangun gelisah tidur susah hati,1.0
tidur gelisah banget pikir takut enggak bingung sedih semangat ah marah jenuh kalut,1.0
gelisah gue malas faaak,1.0
gelisah tidur bangun gel,1.0
cemas nian laju,1.0
cemas moga aduh gapapa,1.0
gelisah serang,1.0
asa mikir anteng gelisah banget tidur pikir hati enggak tau bangun tenang gin kagak serasa numpuk,1.0
gelisah resah gundah,1.0
gelisah wrong daritadi sesak whats,1.0
tenang gelisah hati orang banding iri jiwa,1.0
banget pikir hati cemas gue mulu anjir kelar utbk niat santuy tonton series,1.0
banget kalo beda gelisah malam tenang selamat pagimelalui,1.0
cemas gelisah resah harap iring erti,1.0
cemas tunggu,1.0
gelisah banget kemarin,1.0
banget cemas enggak tau gua,1.0
enggak tau tenang gelisah banget anjing tbtb suka sumpah alas,1.0
hati gelisah enggak tau nang tenang tinggal bilang menang mbak diapakn istrahat kabur,1.0
gelisah malam,1.0
gelisah banget gue aduh,1.0
haa gelisah hati gundah hangat peluk hapus alir darah nadi,1.0
gelisah banget pagi,1.0
banget cemas orang tibatiba ku akhirakhir mual perut kenal pusing panik ketemu help ngatasinnya,1.0
gelisah rindu diselasela tuai,1.0
enggak tau banget cemas,1.0
gelisah takut orang sentuh wajah bunyi jarijari tangan,1.0
cemas istirahat mah biar,1.0
gelisah tidur malam jam bbrapa hehe bun,1.0
merasana gelisah lupa kau galau obat adlah dngn brdoa tuhantapi knapa,1.0
cemas gelisah banget kayak enggak tau malam kalo gua kuat bilang capek batu alas wkwk panic attack kamar boro peduli malesan mentalhealt gapenting,1.0
gelisah takut kalo langsung asa orang rumah obrol motor,1.0
cemas rumah,1.0
gelisah tidur enggak nyenyak sakit mulu nih,1.0
gelisah enggak hm tidor,1.0
cemas kalo suka rumah gaksi gelisah hati enggak tenang gin kerja mesti was,1.0
gelisah,1.0
enggak habis gelisah kalo jantung gin copot,1.0
gelisah hadap engkau bayang siksa,1.0
gelisah suasana ganggu landa,1.0
banget tidur susah cemas kayak takut enggak mata sakit akhirakhir ganggu kepala jam jadwal pusing ngontrol sahur jamin,1.0
gelisah ba benda,1.0
gelisah enggak main sch candu hp ngilanginnya,1.0
gelisah banget kayak takut malam lupa ngerjain toxic yaalah anjr,1.0
cemas takut,1.0
cemas,1.0
cemas gelisah banget pikir enggak tau tenang asa mikir anteng,1.0
banget cemas kalo sesak dingin sakkit panas,1.0
rasai orang banget cemas enggak tau gua,1.0
banget tidur enggak gue sumpah suruh kelar gelisah pas bangun gua uang kepala pusing sekolah btw tidurditambah keluar pribadi biaya huft,1.0
banget enggak tau cemas takut kalo khawatir gua mikir bahagia relationship,1.0
takut sedih ledak penuh stres campur aduk gelisah banget susah pikir hati kayak enggak bikin halhal otak pokok henti alas dampak bodo yaudahlah ngeganggu argghh,1.0
tidur bangun coba gelisah degan gin ih laper bismillah,1.0
enggak malam kadang kalo mikir mual perut overthinking gelisahtiap aktifitas cemas kayak takut gue bikin sakit nya tuh kepala suka buruk dampak,1.0
gelisah tidur enggak ken allah doang,1.0
gelisah banget kayak takut malam lupa ngerjain toxic yaalah anjr,1.0
gelisah banget hati gatenanggg asdmekendd,1.0
gelisah hadap engkau bayang siksa,1.0
gelisah sesak pusing overthinking pasuk ruang susah hati cemas takut enggak ken nang tahan capek nyerah organisasi kampus fisik rapat udahan,1.0
tau sakit kene dada gila gelisah enggak hm tidor,1.0
banget cemas gue benci begadang lagibingung,1.0
banget enggak gelisah tidur susah pikir kacau hati selaras,1.0
gelisah takut with me gua going puncak stres berisik after out my friends yesterday that makes feel kinda better yes anxiety aktif but well hope ill gain some weight this badai bismillaah,1.0
tenang minggu gelisah enggak ken nang bikin suka bete,1.0
cemas kayak gelisah tidur enggak kalo neng plis wajar,1.0
pasrah ragu cemas takut kecewa insecure,1.0
cemas rek biar kapai reda,1.0
banget cemas tuhan capek,1.0
banget gue gaboong gelisah pagi sumpah,1.0
banget cemas enggak hidup suka coba tuhan kali hasil stres andal berkepanjangandepresi malammerasa gelisahudah bangkit zonk hei serah,1.0
banget anjir gelisah enggak kalo gin habis,1.0
banget tidur pikir cemas kayak enggak tau,1.0
gelisah resah cemas gelisahharapharap,1.0
gin lemes gelisah sedih lihat suka anak hasil keluh lelah urus badan ampun,1.0
gelisah hilang amin,1.0
gelisah gegana speecheles,1.0
gelisah resah asyik je haihh,1.0
gelisah banget kayak enggak gue manusia akun trauma aplot gambar belah rujak random fine ofensif,1.0
cemas kayak takut sbnrnya sihasli bgtgw mainingigitin kuku,1.0
gelisah enggak main sch candu ngilanginnya cemas hp jatuh bgdd,1.0
gelisah enggak gue panik anjr,1.0
gelisah tidur mulu far,1.0
tidur gelisah banget takut enggak gue pas gin baca au suka percaya author ngepost chat reread cringe wb hhhhh,1.0
gelisah resah kalo tangan amp bedongan lepas gera kaki,1.0
cemas sedih hidup bahagia hadap gerak pintutak proses,1.0
cemas,1.0
gelisah salah kalo baca gejala kasih skripsi mens pms gelisahka,1.0
gelisah banget gue jujurly,1.0
gelisah enggak hm tidor,1.0
cemas enggak gelisah galau merasana,1.0
ketidakpastian diam cemas takut tau harap tunggu,1.0
pikir cemas enggak kalo nguatin bukti,1.0
banget gelisah hati allah hilang,1.0
tau cemas enggak tenang nya mikir biar gampang menit caraa mikirrin negatif hidupp pikirin,1.0
gelisah resah admin coy maksudx,1.0
banget cemas sedih teuing naon kabeh gelisah salah enggak aneh asa nya gua baca cari google jaga hilang nugas luang novel dangkrak ecek calender sibuk,1.0
pikir tau gelisah enggak gue panik anjr,1.0
gelisah banget hati,1.0
asu gelisah tidur bangun,1.0
gue bawa degan orang sntai gelisah kayak tau bingung sedih nya egk tpie bobo,1.0
gelisah susah hati tenang tuhan,1.0
minggu gelisah gin jalan hidup,1.0
banget gue aneh tuh gin suka gelisah takut enggak tau degan sakit kali capek deg acas perut ah hah,1.0
gelisah gin yaallah,1.0
banget cemas kalo sesak dingin sakkit panas,1.0
cemas tunggu,1.0
gue nya fase banget cemas takut doa doanyaaku hehehe bgtpokoknya,1.0
gelisah banget tidur kayak enggak udaa gue nyenyak,1.0
merana gelisah lupa kau galau obat adlah dngn brdoa tuhantapi knapa,1.0
banget enggak gelisah tidur pergi,1.0
gelisah kayak gue bingung bawa kalo mulu tuh habis suka kapai selesai,1.0
gelisah tanda,1.0
gelisah banget takut gue tuh degdegan np piket,1.0
cemas wkwk,1.0
gelisah tenang nya banget cemas kayak takut enggak gue nang bawa sedih mulu mikir gampang batal gakya puasa,1.0
kalo gin copot gelisah jantung skripsi bahaya selesai,1.0
kerja prospek anggur gelisah kalo bikin cari kapai doang benerrrrr bermedsos ria sehat,1.0
salah cemas pas nya gin bacabaca soft file proposal berkas sebar,1.0
rasai butuh terjun jaga cemas nang turun depresi berat badan makan nafsu berlibahan nama,1.0
